x,y,Effort,Transect.Label,Sample.Label,area,elevation_mean,slope_mean
491507.3884,3957656.79,20,TR212,7416,398.94274,3.553099751,5.991142805
491487.4747,3957655.387,20,TR212,7417,399.97705,3.105727822,5.061342786
491387.8621,3957651.005,20,TR212,7422,400,4.070162743,7.594975165
491368.4191,3957646.583,20,TR212,7423,399.89758,3.992504492,6.999182343
491427.5257,3957655.847,20,TR212,7420,399.98901,3.197268605,4.611452143
491407.5973,3957654.245,20,TR212,7421,399.99108,2.907243788,1.329862759
491591.4998,3957738.735,20,TR212,7410,399.56433,3.116905659,3.377609203
491602.7062,3957721.432,20,TR212,7411,400.00012,2.907280684,1.266306647
491635.5594,3957768.56,20,TR212,7408,399.15319,4.190379563,6.373733073
491614.0768,3957744.925,20,TR212,7409,391.62036,3.027303562,3.070438078
491548.2476,3957667.878,20,TR212,7414,399.76709,3.159122335,4.530138173
491524.5049,3957666.582,20,TR212,7415,399.45617,3.073589459,3.124105337
491571.2393,3957702.938,20,TR212,7412,400.00012,3.192187772,3.585328276
491557.2692,3957688.637,20,TR212,7413,399.99304,4.158370527,7.752596425
492222.2808,3959382.099,20,TR207,7306,399.99597,12.14361501,7.904689755
492228.2513,3959358.842,20,TR207,7307,389.64721,10.87559801,3.058957258
492240.3404,3959417.969,20,TR207,7304,400,13.94238001,6.718017583
492248.9076,3959391.645,20,TR207,7305,399.35131,13.54768355,4.649046595
492193.8534,3959311.387,20,TR207,7310,399.30737,10.72261397,4.872856891
492173.9571,3959306.516,20,TR207,7311,399.65417,12.47571834,4.379412775
492229.3104,3959338.441,20,TR207,7308,393.34289,12.26448209,9.238713191
492206.7839,3959326.194,20,TR207,7309,398.31433,12.36714935,7.338612368
492308.2926,3959509.932,20,TR207,7298,388.64196,11.79143751,11.15486857
492296.9955,3959489.195,20,TR207,7299,396.94152,14.0852253,9.913224616
492323.6854,3959546.291,20,TR207,7296,397.68896,14.48216418,6.453659462
492312.4278,3959530.03,20,TR207,7297,398.80078,14.07351375,7.321676165
492250.6525,3959453.226,20,TR207,7302,399.24487,14.65221855,6.759535891
492266.6895,3959428.252,20,TR207,7303,399.07983,12.98600298,6.093751752
492280.4066,3959476.941,20,TR207,7300,391.39184,13.56242311,5.113546823
492270.8483,3959467.275,20,TR207,7301,398.51452,14.26197002,5.665866335
492214.6683,3959234.313,20,TR208,7322,400,15.2496467,3.68767186
492234.3347,3959237.95,20,TR208,7323,399.97827,15.02924391,3.073264809
492174.9033,3959230.574,20,TR208,7320,399.7467,15.39806587,7.003346765
492194.7803,3959232.442,20,TR208,7321,399.98156,15.29168701,4.515538486
492296.3277,3959239.956,20,TR208,7326,397.18603,15.87570566,6.140962239
492312.186,3959253.654,20,TR208,7327,399.71362,16.37244934,6.959942882
492255.0406,3959230.114,20,TR208,7324,399.67102,14.47988,3.06852175
492273.7885,3959242.843,20,TR208,7325,399.97497,15.24574745,3.793559551
492141.9615,3959253.09,20,TR207,7314,387.4663,13.99854139,8.591586243
492126.9595,3959239.91,20,TR207,7315,399.26049,12.40970651,4.992085553
492163.7449,3959285.782,20,TR207,7312,399.40002,13.63196271,6.502394925
492151.5209,3959270.658,20,TR207,7313,397.23522,14.75886446,9.298567949
492135.3533,3959224.679,20,TR208,7318,398.11145,13.21307011,8.966273588
492155.0741,3959228.034,20,TR208,7319,399.99682,14.78641262,6.54467543
492106.1721,3959234.38,20,TR207,7316,214.67993,11.73668754,2.441404304
492116.238,3959217.012,20,TR208,7317,232.33984,12.12534767,6.081416247
492497.9999,3959362.796,20,TR208,7338,399.92077,18.4189949,6.256289229
492515.2509,3959372.818,20,TR208,7339,399.95593,19.47971022,5.507767412
492464.9077,3959338.683,20,TR208,7336,399.99865,18.29264444,9.345046503
492483.0403,3959345.913,20,TR208,7337,399.82666,17.86707001,4.903154149
492571.0044,3959394.41,20,TR208,7342,399.84997,17.02265752,5.391881795
492577.5107,3959421.619,20,TR208,7343,399.98669,16.89520497,8.366611213
492532.8552,3959382.27,20,TR208,7340,399.98522,20.10025776,5.56536476
492549.6469,3959393.093,20,TR208,7341,399.98461,18.48840455,10.35830759
492364.1221,3959277.736,20,TR208,7330,399.93432,16.22315343,5.059768866
492379.9295,3959289.891,20,TR208,7331,398.31543,16.18818356,5.574467839
492331.7698,3959256.568,20,TR208,7328,398.59668,16.66379356,4.176210081
492349.0438,3959264.632,20,TR208,7329,399.98852,16.50798631,4.854234623
492432.9632,3959319.439,20,TR208,7334,399.98718,16.15285901,5.38114809
492443.2292,3959338.665,20,TR208,7335,399.98779,17.80304134,9.630680705
492395.3196,3959302.653,20,TR208,7332,399.98913,16.91457995,10.21915926
492411.2923,3959314.666,20,TR208,7333,399.99939,17.33512459,8.517439908
492769.3061,3959527.166,20,TR208,7354,399.99914,20.55330324,7.567699373
492785.1972,3959539.304,20,TR208,7355,398.90673,20.40705347,5.779968023
492740.2631,3959498.185,20,TR208,7352,399.99365,19.61183862,4.210831041
492756.6771,3959508.051,20,TR208,7353,399.94812,19.23953985,4.169969473
492837.5005,3959566.97,20,TR208,7358,399.91857,20.41659439,5.645400858
492861.2258,3959567.694,20,TR208,7359,399.95593,20.19323603,5.870995461
492801.3791,3959550.676,20,TR208,7356,399.302,21.20696195,7.120249901
492818.6376,3959560.331,20,TR208,7357,399.98938,20.39182142,6.898647007
492636.5013,3959442.854,20,TR208,7346,399.11962,17.2476356,5.405686176
492648.4185,3959458.286,20,TR208,7347,399.57617,18.84769392,7.254980643
492598.7037,3959426.984,20,TR208,7344,390.82641,18.88444277,6.477319413
492614.7374,3959437.56,20,TR208,7345,399.78796,18.28462112,5.487389742
492702.0132,3959484.182,20,TR208,7350,399.99353,18.71642947,5.718994043
492724.4957,3959487.782,20,TR208,7351,399.98364,18.03359067,4.87829149
492660.8914,3959474.087,20,TR208,7348,397.48107,18.45447552,4.714778661
492684.5645,3959474.452,20,TR208,7349,399.94348,18.74505377,4.973285726
493609.2811,3959301.198,20,TR213,7754,397.43115,188.960328,19.88008063
493597.2734,3959317.277,20,TR213,7755,399.93811,181.3792267,28.42448884
493629.7567,3959270.532,20,TR213,7752,397.99304,201.1798258,16.10566588
493614.7571,3959293.911,20,TR213,7753,399.99548,195.8685404,22.49608067
493557.1031,3959365.19,20,TR213,7758,399.89111,155.2219184,14.50971941
493543.6108,3959387.071,20,TR213,7759,399.4508,151.7194834,11.6644463
493585.8426,3959333.359,20,TR213,7756,399.67663,170.8651776,29.03452837
493574.3471,3959348.162,20,TR213,7757,399.96801,161.7294073,25.0414361
493680.5471,3959159.364,20,TR213,7746,399.2207,224.3002739,6.365276891
493672.9037,3959178.148,20,TR213,7747,399.03833,222.181721,12.25237536
493691.5875,3959129.588,20,TR213,7744,399.71679,225.6364727,8.113960497
493682.6322,3959155.533,20,TR213,7745,399.91015,226.0868647,7.068635225
493645.1844,3959234.338,20,TR213,7750,399.88684,207.638608,12.5793764
493637.6609,3959251.078,20,TR213,7751,399.64648,204.3467721,12.61519299
493662.1993,3959198.301,20,TR213,7748,399.9779,216.4508944,23.4245319
493653.0612,3959217.579,20,TR213,7749,399.98938,211.214983,16.37234495
494399.1977,3960280.593,20,TR217,7690,394.10058,184.3154926,41.92327233
494415.0651,3960278.929,20,TR217,7691,399.97888,182.5327053,41.22386211
494355.7329,3960284.441,20,TR217,7688,399.04126,194.6973324,41.25713601
494363.1696,3960283.397,20,TR217,7689,399.55603,189.305835,40.47045047
494465.2341,3960276.586,20,TR217,7694,398.94262,171.7223419,34.79439152
494483.4732,3960280.314,20,TR217,7695,257.20385,163.9726885,33.29440132
494433.5248,3960277.529,20,TR217,7692,399.73767,178.2903376,38.77254521
494444.6099,3960275.929,20,TR217,7693,399.92578,174.7395248,37.67784927
494247.8495,3960283.223,20,TR216,7682,398.49169,236.9020939,29.52517611
494260.0142,3960277.556,20,TR216,7683,397.89221,231.3953199,38.16355677
494211.8707,3960295.381,20,TR216,7680,399.96789,240.9615845,22.96139468
494229.0006,3960286.045,20,TR216,7681,397.75659,239.2797699,24.71240463
494318.1512,3960295.837,20,TR217,7686,399.9884,197.5498619,36.77488746
494336.504,3960288.289,20,TR217,7687,399.99267,194.7215128,38.31550022
494275.3888,3960280.791,20,TR216,7684,384.45251,217.4320669,34.97516889
494295.4575,3960301.359,20,TR217,7685,292.28259,199.3136597,37.45058023
494686.5379,3960293.459,20,TR217,7706,354.5913,76.32524261,32.24249796
494703.1174,3960292.157,20,TR217,7707,285.19055,67.71102206,38.10554277
494648.2461,3960281.704,20,TR217,7704,385.28442,95.81329107,33.31601343
494683.4813,3960283.004,20,TR217,7705,396.17395,86.38367866,34.7313652
494742.0127,3960328.599,20,TR217,7710,396.78784,32.57151747,24.84590049
494750.2991,3960346.598,20,TR217,7711,399.74231,25.70150125,15.96374139
494720.212,3960305.311,20,TR217,7708,253.97485,51.77337855,37.73758039
494732.4158,3960313.669,20,TR217,7709,338.15954,42.95183127,34.29896632
494543.6936,3960289.33,20,TR217,7698,379.48181,139.5573201,39.37004765
494562.7255,3960286.831,20,TR217,7699,399.75793,133.5840707,37.69593657
494506.546,3960286.778,20,TR217,7696,340.44787,154.088501,36.1960271
494514.8976,3960294.653,20,TR217,7697,369.97058,141.2275879,41.00798385
494608.3022,3960292.847,20,TR217,7702,399.68225,113.8156629,36.59789688
494640.3208,3960282.488,20,TR217,7703,399.99316,104.2018514,35.69290051
494582.9521,3960283.641,20,TR217,7700,399.87243,128.1266659,39.31365068
494597.2306,3960280.792,20,TR217,7701,398.95056,123.0492259,39.49995138
493633.8367,3958706.369,20,TR213,7722,400,191.8227162,13.82101499
493631.1123,3958728.546,20,TR213,7723,399.99389,189.4411997,13.71975109
493615.1434,3958681.978,20,TR213,7720,400,188.8777201,7.167253601
493617.9309,3958690.523,20,TR213,7721,399.99975,190.9573364,12.65851242
493650.3692,3958790.716,20,TR213,7726,399.99975,187.0069743,22.91841146
493654.7356,3958804.573,20,TR213,7727,399.99462,185.4217924,14.28246613
493646.9122,3958744.163,20,TR213,7724,399.99304,189.8298636,19.87792674
493661.765,3958760.126,20,TR213,7725,399.99804,189.9111443,16.8983174
494763.7694,3960403.076,20,TR217,7714,386.10717,12.7112381,9.954272501
494767.7253,3960423.965,20,TR217,7715,405.13403,9.744575739,8.292458744
494752.43,3960375.942,20,TR217,7712,399.64355,20.39701907,14.66698347
494763.1741,3960399.824,20,TR217,7713,399.98132,16.08080493,11.87085161
493605.1124,3958632.124,20,TR213,7718,396.46313,181.431488,14.37938236
493615.1136,3958649.368,20,TR213,7719,399.97607,186.0583765,11.14467649
493600.8558,3958591.048,20,TR213,7716,515.82995,184.2861252,14.9855927
493587.4154,3958616.947,20,TR213,7717,399.90087,178.930971,16.43981757
493714.6942,3959014.836,20,TR213,7738,399.37158,217.0107583,9.630197377
493717.1533,3959040.19,20,TR213,7739,393.31213,219.6780176,8.87471398
493705.9899,3958975.909,20,TR213,7736,397.84387,210.6575623,13.36477812
493729.8843,3958991.29,20,TR213,7737,399.99035,214.7761326,9.408779348
493704.5874,3959095.906,20,TR213,7742,389.66735,224.8275736,16.26850438
493695.6126,3959121.222,20,TR213,7743,399.62072,224.3232183,13.24345539
493713.4162,3959054.047,20,TR213,7740,395.06384,222.3914633,11.74735118
493708.679,3959067.118,20,TR213,7741,399.72033,223.9448287,15.69718945
493672.2912,3958862.588,20,TR213,7730,399.92443,195.2868724,25.51082933
493688.2335,3958877.668,20,TR213,7731,390.86145,196.9097862,24.77392191
493679.0505,3958817.719,20,TR213,7728,399.45703,183.9993408,17.40839743
493684.8526,3958836.641,20,TR213,7729,399.98828,188.19239,26.00819726
493698.9282,3958949.546,20,TR213,7734,399.99755,206.4809933,20.22392941
493703.4892,3958965.9,20,TR213,7735,399.99951,208.1711874,12.13065591
493702.7866,3958891.312,20,TR213,7732,399.63281,201.0843954,26.05215801
493700.2026,3958915.606,20,TR213,7733,399.87707,204.3786192,25.013934
493525.7358,3951059.35,20,TR121,330,399.9707,169.8588009,5.983160602
493546.093,3951070.528,20,TR121,331,399.76269,167.9198179,8.117026377
493488.1641,3951059.854,20,TR121,328,399.99987,173.3329201,7.270528704
493505.7885,3951059.183,20,TR121,329,399.98815,171.631155,5.354939296
493605.7545,3951075.558,20,TR121,334,399.49572,164.2496984,6.336357067
493634.1837,3951066.207,20,TR121,335,398.53222,163.5353518,11.89578022
493565.8511,3951062.296,20,TR121,332,399.98425,167.5869694,7.282873458
493585.8207,3951073.972,20,TR121,333,399.99646,166.3037801,9.177748985
493367.0491,3951059.535,20,TR121,322,399.98596,173.2845531,8.299187578
493388.43,3951054.236,20,TR121,323,399.95263,175.0661662,5.109752557
493327.4684,3951053.793,20,TR121,320,399.99914,172.451107,7.103149288
493348.8079,3951046.625,20,TR121,321,397.85009,172.3213749,5.325202591
493446.2135,3951069.155,20,TR121,326,400.00012,175.3418646,3.371397047
493473.9859,3951060.296,20,TR121,327,399.99438,174.4380865,6.049765301
493406.2037,3951067.016,20,TR121,324,398.18249,175.7713363,4.496719706
493426.2323,3951068.467,20,TR121,325,399.99597,175.967144,5.309663344
487694.2501,3933399.634,20,TR138,346,230.59533,298.4874458,27.94572511
487708.9172,3933395.431,20,TR138,347,399.7705,303.1563797,29.4690612
493799.942,3951060.441,20,TR121,344,400,171.2703066,5.75298727
493832.9477,3951050.601,20,TR121,345,399.85363,170.8914068,4.666834628
487767.7803,3933400.647,20,TR138,350,391.32312,308.9048004,35.16060666
487783.7737,3933406.375,20,TR138,351,390.54028,310.610321,30.33921472
487729.8794,3933406.478,20,TR138,348,397.9613,306.4169197,28.45129286
487752.067,3933396.752,20,TR138,349,356.02209,310.882404,32.28684138
493690.6718,3951061.369,20,TR121,338,270.55676,167.7815111,8.434837995
493718.9422,3951057.217,20,TR121,339,399.93811,170.4013324,10.89676211
493656.7085,3951066.013,20,TR121,336,399.75683,163.4777712,13.52511441
493677.0097,3951060.933,20,TR121,337,340.21118,166.4642149,12.40907023
493774.0426,3951053.575,20,TR121,342,399.83166,172.8636921,9.612649702
493798.3858,3951050.446,20,TR121,343,399.9779,172.6798787,7.540773942
493729.0411,3951056.784,20,TR121,340,399.99853,171.4563375,5.824001319
493744.6725,3951055.387,20,TR121,341,399.9934,172.2755055,6.905961687
487383.5885,3932160.119,20,TR142,362,396.76464,285.3646908,30.42115936
487390.8939,3932180.884,20,TR142,363,398.87963,289.8519796,24.4520099
487348.7002,3932140.044,20,TR142,360,396.27648,275.5879449,36.7715768
487368.3055,3932147.009,20,TR142,361,392.23742,281.9040737,20.98855989
487159.5927,3932107.119,20,TR142,366,358.17517,239.4065267,20.65480768
487167.5444,3932128.784,20,TR142,367,396.9447,239.3933058,11.0169795
487405.7863,3932193.524,20,TR142,364,399.73706,295.815507,27.81254494
487424.3447,3932200.482,20,TR142,365,383.61633,297.0987644,17.15766632
487844.4823,3933417.041,20,TR138,354,409.26574,310.8270493,30.08003203
487257.1891,3932119.464,20,TR142,355,346.76879,247.8289205,38.86946693
487818.5442,3933407.437,20,TR138,352,380.34289,311.3922315,26.60300973
487822.788,3933406.339,20,TR138,353,383.16662,312.4839499,25.82775967
487314.9888,3932121.033,20,TR142,358,385.53527,269.3768799,32.73342423
487329.8432,3932134.38,20,TR142,359,365.76818,273.5781337,39.68587268
487276.155,3932121.527,20,TR142,356,373.05627,257.0703147,34.3844915
487301.9658,3932122.06,20,TR142,357,380.07519,260.056606,40.08587815
488110.7898,3936511.376,20,TR147,378,382.05273,200.9311209,12.76292716
487969.2034,3936667.181,20,TR149,379,374.15222,74.63065045,38.13553917
488123.758,3936479.541,20,TR147,376,312.58483,202.3937308,20.82152559
488134.3898,3936499.039,20,TR147,377,346.86743,203.6554401,10.61746086
487970.3835,3936616.225,20,TR149,382,364.3114,86.12258339,40.29118695
487977.1057,3936605.678,20,TR149,383,333.71838,92.95743506,44.0333117
487975.2055,3936657.233,20,TR149,380,385.42285,78.30043125,40.38062169
487983.7554,3936635.898,20,TR149,381,373.37561,89.41036428,44.84914935
488065.31,3936589.625,20,TR147,370,382.49304,177.3279713,43.04371396
488049.9741,3936603.325,20,TR147,371,372.58886,150.0101481,49.0062969
487201.5641,3932124.887,20,TR142,368,316.46789,241.2452057,19.61005895
488076.41,3936573.007,20,TR147,369,388.52929,173.8907735,35.25256998
488017.0128,3936646.408,20,TR147,374,336.51293,112.4598961,42.02118624
488000.7379,3936659.278,20,TR147,375,350.91357,96.87680699,41.97549281
488037.9559,3936613.593,20,TR147,372,375.41894,135.3611767,39.87961711
488024.0799,3936627.816,20,TR147,373,364.98059,124.1458424,37.64565317
490473.321,3945118.66,20,TR110,266,399.97888,227.5047121,9.894838704
490453.9874,3945113.77,20,TR110,267,399.86767,224.7924418,11.07685369
490513.02,3945122.582,20,TR110,264,399.98938,228.9257689,9.773049333
490496.2056,3945118.455,20,TR110,265,396.20373,229.0584941,12.96674815
490396.751,3945100.089,20,TR110,270,394.39868,215.9630666,10.27628826
490386.1643,3945086.917,20,TR110,271,397.5935,213.9765869,10.61075245
490436.0297,3945100.553,20,TR110,268,399.94372,221.3770644,12.8660236
490419.6547,3945100.314,20,TR110,269,376.79882,217.2676868,10.50668889
490627.7907,3945158.593,20,TR110,258,390.99462,227.968895,14.11682814
490605.6416,3945162.078,20,TR110,259,396.90173,227.0731373,9.804597831
490663.0505,3945177.857,20,TR110,256,399.96276,228.6134105,11.24912653
490644.2866,3945172.007,20,TR110,257,398.60693,228.9108925,13.08224448
490548.5783,3945144.554,20,TR110,262,399.96069,228.6721191,9.544484693
490532.7503,3945129.625,20,TR110,263,399.9978,228.6969462,6.522691224
490588.173,3945147.873,20,TR110,260,394.62707,227.6359024,8.10455207
490567.5399,3945150.747,20,TR110,261,399.45324,227.843767,11.79635462
492600.5261,3951006.459,20,TR121,282,399.92773,197.6776079,3.85786743
492617.0682,3951006.037,20,TR121,283,399.97631,199.1486223,8.62141428
492556.6303,3951013.547,20,TR121,280,397.79834,193.0995865,6.024392017
492585.2206,3951009.479,20,TR121,281,399.14367,196.1053521,11.81325746
492673.4138,3951001.243,20,TR121,286,391.97168,203.0374797,6.162488472
492702.4927,3950998.724,20,TR121,287,384.26696,203.2318241,3.317721036
492643.0007,3951003.644,20,TR121,284,399.98327,201.3232737,5.209361138
