Sample.Label,Region.Label,Area,Brw_number,Effort,distance,size,slope,veg_height,surveyor
2584,8,23.896172,42,0.07657459,0.0035,1,D,S,PP
2584,8,23.896172,43,0.07657459,0.0036,1,D,S,PP
2575,2,21.142866,44,0.12063213,0.0005,1,D,S,PP
2575,2,21.142866,45,0.12063213,0.0007,1,D,S,PP
2575,2,21.142866,46,0.12063213,0.0024,1,D,S,PP
2575,2,21.142866,47,0.12063213,0.0005,1,D,S,PP
2571,5,16.647776,48,0.05715894,0.0035,1,F,S,PP
2571,5,16.647776,49,0.05715894,0.0025,1,F,S,PP
2575,2,21.142866,50,0.12063213,0.0002,1,D,S,PP
2571,5,16.647776,51,0.05715894,0.0016,1,F,S,PP
2571,5,16.647776,52,0.05715894,0.0038,1,F,S,PP
2571,5,16.647776,53,0.05715894,0.0035,1,F,S,PP
2571,5,16.647776,54,0.05715894,0.0028,1,F,S,PP
2571,5,16.647776,55,0.05715894,0.0034,1,F,S,PP
2555,3,14.045445,56,0.06064977,0.0003,1,F,S,PP
2555,3,14.045445,57,0.06064977,0.0015,1,F,S,PP
2555,3,14.045445,58,0.06064977,0.0023,1,F,S,PP
2555,3,14.045445,59,0.06064977,0.0001,1,F,S,PP
2555,3,14.045445,60,0.06064977,0.0009,1,F,S,PP
2555,3,14.045445,61,0.06064977,0.0035,1,F,S,PP
2555,3,14.045445,62,0.06064977,0.0013,1,F,S,PP
2555,3,14.045445,63,0.06064977,0.0016,1,F,S,PP
2550,2,21.142866,64,0.08237991,0.0055,1,F,S,PP
2550,2,21.142866,65,0.08237991,0.004,1,F,S,PP
2555,3,14.045445,66,0.06064977,0.0048,1,F,S,PP
2550,2,21.142866,67,0.08237991,0.0023,1,F,S,PP
2565,8,23.896172,68,0.04052077,0.0001,1,U,S,PP
2584,8,23.896172,69,0.07657459,0.0015,1,D,S,PP
2550,2,21.142866,70,0.08237991,0.0038,1,F,S,PP
2605,3,14.045445,71,0.0108921,0.0035,1,F,S,PP
2605,3,14.045445,72,0.0108921,0.003,1,F,S,PP
2605,3,14.045445,73,0.0108921,0.0046,1,F,S,PP
2605,3,14.045445,74,0.0108921,0.0035,1,F,S,PP
2597,2,21.142866,75,0.03067592,0.0061,1,D,S,PP
2597,2,21.142866,76,0.03067592,0.0062,1,D,S,PP
2597,2,21.142866,77,0.03067592,0.0039,1,D,S,PP
2597,2,21.142866,78,0.03067592,0.0028,1,D,S,PP
2597,2,21.142866,79,0.03067592,0.0024,1,D,S,PP
2597,2,21.142866,80,0.03067592,0.0078,1,D,S,PP
2597,2,21.142866,81,0.03067592,0.007,1,U,S,PP
2597,2,21.142866,82,0.03067592,0.0018,1,U,S,PP
2597,2,21.142866,83,0.03067592,0.0024,1,D,S,PP
2597,2,21.142866,84,0.03067592,0.0065,1,U,S,PP
2605,3,14.045445,85,0.0108921,0.0032,1,F,S,PP
2605,3,14.045445,86,0.0108921,0.0027,1,F,S,PP
2605,3,14.045445,87,0.0108921,0.0028,1,F,S,PP
2605,3,14.045445,88,0.0108921,0.0057,1,F,S,PP
2605,3,14.045445,89,0.0108921,0.0064,1,F,S,PP
2605,3,14.045445,90,0.0108921,0.0048,1,F,S,PP
2605,3,14.045445,91,0.0108921,0.006,1,F,S,PP
2605,3,14.045445,92,0.0108921,0.006,1,F,S,PP
2605,3,14.045445,93,0.0108921,0.006,1,F,S,PP
2605,3,14.045445,94,0.0108921,0.0064,1,F,S,PP
2605,3,14.045445,95,0.0108921,0.0065,1,F,S,PP
2605,3,14.045445,96,0.0108921,0.0048,1,F,S,PP
2605,3,14.045445,97,0.0108921,0.0047,1,F,S,PP
2605,3,14.045445,98,0.0108921,0.0055,1,F,S,PP
2605,3,14.045445,99,0.0108921,0.0048,1,F,S,PP
181,4,7.1562215,100,0.02042382,0.0012,1,F,T,PP
181,4,7.1562215,101,0.02042382,0.0007,1,F,T,PP
181,4,7.1562215,102,0.02042382,0.0002,1,F,T,PP
181,4,7.1562215,103,0.02042382,0.0015,1,F,T,PP
184,3,14.045445,104,0.03450121,0.0005,1,U,T,PP
2612,8,23.896172,105,0.11488904,0.0035,1,F,S,PP
181,4,7.1562215,106,0.02042382,0.0003,1,F,T,PP
181,4,7.1562215,107,0.02042382,0.0004,1,F,S,PP
2612,8,23.896172,108,0.11488904,0.0036,1,F,S,PP
2612,8,23.896172,109,0.11488904,0.0028,1,F,S,PP
2612,8,23.896172,110,0.11488904,0.0035,1,F,S,PP
2612,8,23.896172,111,0.11488904,0.0036,1,F,S,PP
2612,8,23.896172,112,0.11488904,0.0015,1,F,S,PP
2612,8,23.896172,113,0.11488904,0.0036,1,F,S,PP
2612,8,23.896172,114,0.11488904,0.0018,1,F,S,PP
2612,8,23.896172,115,0.11488904,0.0006,1,F,S,PP
2586,8,23.896172,116,0.11453742,0.0009,1,D,S,PP
2586,8,23.896172,117,0.11453742,0.0002,1,D,S,PP
2586,8,23.896172,118,0.11453742,0.0011,1,D,S,PP
2581,3,14.045445,119,0.02984557,0.003,1,F,S,PP
2581,3,14.045445,120,0.02984557,0.003,1,F,S,PP
2581,3,14.045445,121,0.02984557,0.0024,1,U,S,PP
2581,3,14.045445,122,0.02984557,0.0015,1,F,S,PP
2581,3,14.045445,123,0.02984557,0.0017,1,F,S,PP
2581,3,14.045445,124,0.02984557,0.0003,1,F,S,PP
2581,3,14.045445,125,0.02984557,0.003,1,F,S,PP
2581,3,14.045445,126,0.02984557,0.0026,1,F,S,PP
2593,4,7.1562215,127,0.0156979,0,1,F,S,PP
2593,4,7.1562215,128,0.0156979,0.001,1,F,T,PP
2593,4,7.1562215,129,0.0156979,0,1,F,S,PP
2593,4,7.1562215,130,0.0156979,0.0002,1,F,S,PP
2383,5,16.647776,131,0.2292867,0.0012,1,F,S,JB
2383,5,16.647776,132,0.2292867,0.0004,1,D,S,JB
2382,5,16.647776,133,0.11698682,0.0065,1,U,S,JB
2387,3,14.045445,134,0.02495538,0,1,U,S,JB
2384,5,16.647776,135,0.10515736,0.0007,1,D,S,JB
2391,5,16.647776,136,0.35261238,0.0001,1,F,S,JB
2390,3,14.045445,137,0.03001852,0.0007,1,D,S,JB
2384,5,16.647776,138,0.10515736,0.0004,1,D,S,JB
2391,5,16.647776,139,0.35261238,0.0017,1,F,S,JB
2391,5,16.647776,140,0.35261238,0.0006,1,F,S,JB
2391,5,16.647776,141,0.35261238,0.001,1,F,S,JB
2391,5,16.647776,142,0.35261238,0.0003,1,F,S,JB
2391,5,16.647776,143,0.35261238,0.0014,1,F,S,JB
2391,5,16.647776,144,0.35261238,0.0001,1,F,S,JB
2391,5,16.647776,145,0.35261238,0,1,F,S,JB
2365,3,14.045445,146,0.06216651,0.0054,1,U,S,JB
2359,5,16.647776,147,0.11472365,0.0018,1,F,S,JB
2372,8,23.896172,148,0.06051879,0.0016,1,D,S,JB
2359,5,16.647776,149,0.11472365,0.0005,1,F,S,JB
2359,5,16.647776,150,0.11472365,0.0009,1,F,S,JB
2381,5,16.647776,151,0.11441362,0.0015,1,D,S,JB
2382,5,16.647776,152,0.11698682,0.005,1,F,S,JB
2372,8,23.896172,153,0.06051879,0.0012,1,D,S,JB
2372,8,23.896172,154,0.06051879,0.002,1,D,S,JB
2382,5,16.647776,155,0.11698682,0.0035,1,D,S,JB
2382,5,16.647776,156,0.11698682,0.007,1,U,S,JB
2382,5,16.647776,157,0.11698682,0.01,1,F,S,JB
2382,5,16.647776,158,0.11698682,0.0036,1,D,S,JB
2365,3,14.045445,159,0.06216651,0.0055,1,U,S,JB
2415,8,23.896172,160,0.11381391,0.0001,1,D,S,JB
2410,2,21.142866,161,0.06300431,0.0015,1,U,S,JB
2415,8,23.896172,162,0.11381391,0.0008,1,D,S,JB
2415,8,23.896172,163,0.11381391,0.0016,1,D,S,JB
2415,8,23.896172,164,0.11381391,0,1,D,S,JB
2415,8,23.896172,165,0.11381391,0.0021,1,D,S,JB
2406,5,16.647776,166,0.1746763,0.0023,1,D,S,JB
2415,8,23.896172,167,0.11381391,0.0035,1,D,S,JB
2407,2,21.142866,168,0.06942715,0.0002,1,U,S,JB
2408,2,21.142866,169,0.03282766,0.0004,1,U,S,JB
2400,1,14.558758,170,0.03050092,0.0036,1,D,S,JB
2397,5,16.647776,171,0.05250162,0.0011,1,U,S,JB
2408,2,21.142866,172,0.03282766,0.0015,1,U,S,JB
2408,2,21.142866,173,0.03282766,0.0026,1,U,S,JB
2408,2,21.142866,174,0.03282766,0.0004,1,U,S,JB
2408,2,21.142866,175,0.03282766,0.0004,1,U,S,JB
2408,2,21.142866,176,0.03282766,0.0007,1,U,S,JB
2408,2,21.142866,177,0.03282766,0.0019,1,U,S,JB
2408,2,21.142866,178,0.03282766,0.0033,1,U,S,JB
2408,2,21.142866,179,0.03282766,0.0005,1,U,S,JB
2413,8,23.896172,180,0.03205373,0.0029,1,U,S,JB
2410,2,21.142866,181,0.06300431,0.0014,1,U,S,JB
2408,2,21.142866,182,0.03282766,0.0007,1,U,S,JB
2405,5,16.647776,183,0.02741147,0.0022,1,U,S,JB
2393,2,21.142866,184,0.02830401,0.0012,1,F,S,JB
2395,8,23.896172,185,0.02968696,0.0025,1,F,S,JB
2391,5,16.647776,186,0.35261238,0.0027,1,F,S,JB
2392,5,16.647776,187,0.11429366,0.0019,1,U,S,JB
2392,5,16.647776,188,0.11429366,0.0022,1,U,S,JB
2395,8,23.896172,189,0.02968696,0.0014,1,F,S,JB
2396,5,16.647776,190,0.10040895,0.0001,1,U,S,JB
2396,5,16.647776,191,0.10040895,0.0008,1,F,S,JB
2392,5,16.647776,192,0.11429366,0.0015,1,U,S,JB
2396,5,16.647776,193,0.10040895,0,1,U,S,JB
2402,8,23.896172,194,0.06033894,0.0003,1,D,S,JB
2402,8,23.896172,195,0.06033894,0.0014,1,D,S,JB
2402,8,23.896172,196,0.06033894,0.0002,1,D,S,JB
2391,5,16.647776,197,0.35261238,0.0006,1,F,S,JB
2391,5,16.647776,198,0.35261238,0.0013,1,F,S,JB
2391,5,16.647776,199,0.35261238,0.0001,1,F,S,JB
2391,5,16.647776,200,0.35261238,0.0014,1,F,S,JB
2391,5,16.647776,201,0.35261238,0.0011,1,F,S,JB
2391,5,16.647776,202,0.35261238,0.0011,1,F,S,JB
2391,5,16.647776,203,0.35261238,0.0011,1,F,S,JB
2391,5,16.647776,204,0.35261238,0.0023,1,F,S,JB
2391,5,16.647776,205,0.35261238,0.0017,1,F,S,JB
2391,5,16.647776,206,0.35261238,0.0015,1,F,S,JB
2391,5,16.647776,207,0.35261238,0.0026,1,F,S,JB
2391,5,16.647776,208,0.35261238,0.0022,1,F,S,JB
2391,5,16.647776,209,0.35261238,0.0023,1,F,S,JB
2447,8,23.896172,210,0.12231426,0.0031,1,D,S,JB
2447,8,23.896172,211,0.12231426,0.0019,1,D,S,JB
2447,8,23.896172,212,0.12231426,0.0034,1,D,S,JB
2447,8,23.896172,213,0.12231426,0.0029,1,D,S,JB
2447,8,23.896172,214,0.12231426,0.0052,1,D,S,JB
2447,8,23.896172,215,0.12231426,0.0046,1,D,S,JB
2447,8,23.896172,216,0.12231426,0.006,1,D,S,JB
2445,2,21.142866,217,0.01745098,0.0019,1,D,S,JB
2445,2,21.142866,218,0.01745098,0.004,1,D,S,JB
2445,2,21.142866,219,0.01745098,0.0032,1,D,S,JB
2493,8,23.896172,220,0.14643636,0.0045,1,U,S,JB
2493,8,23.896172,221,0.14643636,0.0025,1,U,S,JB
2489,2,21.142866,222,0.02304687,0.0004,1,U,S,JB
2493,8,23.896172,223,0.14643636,0.0008,1,D,S,JB
2443,2,21.142866,224,0.01697188,0.0024,1,D,S,JB
2443,2,21.142866,225,0.01697188,0.0014,1,D,S,JB
2441,5,16.647776,226,0.0298652,0.0005,1,U,S,JB
2441,5,16.647776,227,0.0298652,0.0011,1,U,S,JB
2443,2,21.142866,228,0.01697188,0.0023,1,D,S,JB
2443,2,21.142866,229,0.01697188,0.0019,1,D,S,JB
2441,5,16.647776,230,0.0298652,0.0012,1,U,S,JB
2441,5,16.647776,231,0.0298652,0.0029,1,U,S,JB
2441,5,16.647776,232,0.0298652,0.0034,1,D,S,JB
2447,8,23.896172,233,0.12231426,0.0014,1,D,S,JB
2447,8,23.896172,234,0.12231426,0.0018,1,D,S,JB
2447,8,23.896172,235,0.12231426,0.0016,1,U,S,JB
2438,8,23.896172,236,0.06072992,0.0023,1,U,S,JB
161,8,23.896172,237,0.03015662,0.0029,1,U,S,JB
161,8,23.896172,238,0.03015662,0.004,1,U,S,JB
164,4,7.1562215,239,0.06498704,0.005,1,U,S,JB
164,4,7.1562215,240,0.06498704,0.0054,1,U,S,JB
161,8,23.896172,241,0.03015662,0.004,1,U,S,JB
164,4,7.1562215,242,0.06498704,0.0011,1,D,S,JB
2446,8,23.896172,243,0.07287806,0.0015,1,D,S,JB
2446,8,23.896172,244,0.07287806,0.0014,1,D,S,JB
2442,2,21.142866,245,0.08444878,0.0017,1,U,S,JB
2446,8,23.896172,246,0.07287806,0.0013,1,D,S,JB
2432,5,16.647776,247,0.02940221,0.0023,1,F,S,JB
2434,2,21.142866,248,0.17943895,0.0045,1,F,S,JB
2436,2,21.142866,249,0.02909812,0.0025,1,U,S,JB
2438,8,23.896172,250,0.06072992,0.0018,1,U,S,JB
2434,2,21.142866,251,0.17943895,0.0038,1,F,S,JB
2433,5,16.647776,252,0.01778386,0.0021,1,D,S,JB
2438,8,23.896172,253,0.06072992,0.0002,1,U,S,JB
2438,8,23.896172,254,0.06072992,0.0037,1,U,S,JB
2476,8,23.896172,255,0.21198546,0.0007,1,F,S,JB
2476,8,23.896172,256,0.21198546,0.0004,1,F,S,JB
2476,8,23.896172,257,0.21198546,0.0013,1,F,S,JB
2475,8,23.896172,258,0.087453,0.003,1,U,S,JB
2475,8,23.896172,259,0.087453,0.0017,1,U,S,JB
2475,8,23.896172,260,0.087453,0.0033,1,U,S,JB
2475,8,23.896172,261,0.087453,0.0012,1,U,S,JB
2475,8,23.896172,262,0.087453,0.0033,1,U,S,JB
2455,5,16.647776,263,0.01241653,0.0008,1,D,S,JB
2455,5,16.647776,264,0.01241653,0.0003,1,D,S,JB
2460,2,21.142866,265,0.02946559,0.0016,1,U,S,JB
2465,3,14.045445,266,0.04120682,0.0017,1,U,S,JB
2460,2,21.142866,267,0.02946559,0.0022,1,U,S,JB
2460,2,21.142866,268,0.02946559,0.0017,1,U,S,JB
2465,3,14.045445,269,0.04120682,0.0015,1,U,S,JB
2465,3,14.045445,270,0.04120682,0.0006,1,U,S,JB
2465,3,14.045445,271,0.04120682,0.0055,1,U,S,JB
2453,5,16.647776,272,0.03045446,0.0004,1,U,S,JB
2465,3,14.045445,273,0.04120682,0.0055,1,U,S,JB
2453,5,16.647776,274,0.03045446,0.0006,1,U,S,JB
2493,8,23.896172,275,0.14643636,0.0075,1,U,S,JB
2493,8,23.896172,276,0.14643636,0.007,1,U,S,JB
2493,8,23.896172,277,0.14643636,0.005,1,U,S,JB
2493,8,23.896172,278,0.14643636,0.007,1,U,S,JB
2493,8,23.896172,279,0.14643636,0.0045,1,D,S,JB
2494,8,23.896172,280,0.02825802,0.0004,1,F,S,JB
2493,8,23.896172,281,0.14643636,0.006,1,U,S,JB
2487,5,16.647776,282,0.0283043,0.0013,1,F,S,JB
2452,5,16.647776,283,0.2118943,0.0008,1,F,S,JB
2452,5,16.647776,284,0.2118943,0.0033,1,F,S,JB
2452,5,16.647776,285,0.2118943,0.0017,1,F,S,JB
2252,5,16.647776,286,0.42060676,0.0023,1,D,S,JB
2252,5,16.647776,287,0.42060676,0.0013,1,D,S,JB
2253,2,21.142866,288,0.00883463,0.0031,1,F,S,JB
2252,5,16.647776,289,0.42060676,0.0032,1,U,S,JB
2252,5,16.647776,290,0.42060676,0.0012,1,D,S,JB
2252,5,16.647776,291,0.42060676,0.0011,1,D,S,JB
2252,5,16.647776,292,0.42060676,0.0002,1,D,S,JB
2252,5,16.647776,293,0.42060676,0.0001,1,D,S,JB
2252,5,16.647776,294,0.42060676,0.0005,1,D,S,JB
2252,5,16.647776,295,0.42060676,0.0009,1,F,S,JB
2252,5,16.647776,296,0.42060676,0.0005,1,D,S,JB
2252,5,16.647776,297,0.42060676,0.0012,1,D,S,JB
2254,2,21.142866,298,0.02241687,0.002,1,F,S,JB
148,8,23.896172,299,0.03320315,0.0031,1,U,S,JB
2252,5,16.647776,300,0.42060676,0.0022,1,F,S,JB
2252,5,16.647776,301,0.42060676,0.0005,1,F,S,JB
2238,5,16.647776,302,0.05768183,0.0011,1,D,S,PP
2238,5,16.647776,303,0.05768183,0.0025,1,D,S,PP
2238,5,16.647776,304,0.05768183,0.0007,1,U,S,PP
2238,5,16.647776,305,0.05768183,0.001,1,D,S,PP
2238,5,16.647776,306,0.05768183,0.0018,1,U,S,PP
2238,5,16.647776,307,0.05768183,0.0015,1,U,S,PP
2238,5,16.647776,308,0.05768183,0.0016,1,D,S,PP
2238,5,16.647776,309,0.05768183,0.0001,1,D,S,PP
2238,5,16.647776,310,0.05768183,0.0001,1,U,S,PP
2238,5,16.647776,311,0.05768183,0.0012,1,U,S,PP
2238,5,16.647776,312,0.05768183,0.0016,1,U,S,PP
2238,5,16.647776,313,0.05768183,0.0001,1,U,S,PP
2238,5,16.647776,314,0.05768183,0.003,1,U,S,PP
2238,5,16.647776,315,0.05768183,0.0006,1,U,S,PP
2245,3,14.045445,316,0.03066827,0.0009,1,U,S,PP
2242,2,21.142866,317,0.22060224,0.0035,1,U,S,PP
2245,3,14.045445,318,0.03066827,0.0028,1,U,S,PP
2245,3,14.045445,319,0.03066827,0.0008,1,U,S,PP
2242,2,21.142866,320,0.22060224,0.0025,1,U,S,PP
2242,2,21.142866,321,0.22060224,0.0024,1,U,S,PP
2242,2,21.142866,322,0.22060224,0.0025,1,U,S,PP
2242,2,21.142866,323,0.22060224,0.0002,1,U,S,PP
2242,2,21.142866,324,0.22060224,0.0007,1,U,S,PP
2242,2,21.142866,325,0.22060224,0.0003,1,U,S,PP
2242,2,21.142866,326,0.22060224,0.0004,1,U,S,PP
2242,2,21.142866,327,0.22060224,0.0001,1,U,S,PP
2243,2,21.142866,328,0.02520987,0.0006,1,U,S,PP
2242,2,21.142866,329,0.22060224,0.0013,1,U,S,PP
2242,2,21.142866,330,0.22060224,0.0014,1,U,S,PP
2236,5,16.647776,331,0.22523023,0.0017,1,U,S,PP
2236,5,16.647776,332,0.22523023,0.0009,1,U,S,PP
2236,5,16.647776,333,0.22523023,0.0011,1,U,S,PP
2237,5,16.647776,334,0.01866682,0.0015,1,U,S,PP
2245,3,14.045445,335,0.03066827,0,1,U,S,PP
2236,5,16.647776,336,0.22523023,0.0002,1,U,S,PP
2236,5,16.647776,337,0.22523023,0.0007,1,U,S,PP
2245,3,14.045445,338,0.03066827,0.0044,1,U,S,PP
2245,3,14.045445,339,0.03066827,0.0027,1,U,S,PP
2245,3,14.045445,340,0.03066827,0.0022,1,U,S,PP
2245,3,14.045445,341,0.03066827,0.0007,1,U,S,PP
2245,3,14.045445,342,0.03066827,0.0005,1,U,S,PP
2245,3,14.045445,343,0.03066827,0.0011,1,U,S,PP
2270,2,21.142866,344,0.01996657,0.0011,1,D,S,PP
2290,5,16.647776,345,0.052621,0.0022,1,D,S,PP
2270,2,21.142866,346,0.01996657,0.0022,1,D,S,PP
2270,2,21.142866,347,0.01996657,0.0005,1,D,S,PP
2295,2,21.142866,348,0.08560592,0.0028,1,F,S,PP
2292,5,16.647776,349,0.11606673,0.0017,1,F,S,PP
2295,2,21.142866,350,0.08560592,0.0025,1,F,S,PP
2295,2,21.142866,351,0.08560592,0.0024,1,F,S,PP
2292,5,16.647776,352,0.11606673,0.0004,1,F,S,PP
2292,5,16.647776,353,0.11606673,0.0007,1,F,S,PP
2292,5,16.647776,354,0.11606673,0.0025,1,F,S,PP
2292,5,16.647776,355,0.11606673,0.0024,1,D,S,PP
2292,5,16.647776,356,0.11606673,0.0036,1,D,S,PP
2292,5,16.647776,357,0.11606673,0.0023,1,D,S,PP
2292,5,16.647776,358,0.11606673,0.0034,1,D,S,PP
2272,3,14.045445,359,0.03764593,0.0003,1,U,S,PP
2289,6,16.124134,360,0.02820398,0.0011,1,D,S,PP
2272,3,14.045445,361,0.03764593,0.002,1,U,S,PP
2259,5,16.647776,362,0.02834692,0.0014,1,D,S,PP
2259,5,16.647776,363,0.02834692,0.0022,1,D,S,PP
2259,5,16.647776,364,0.02834692,0.0003,1,D,S,PP
2259,5,16.647776,365,0.02834692,0.0007,1,D,S,PP
2260,5,16.647776,366,0.03322909,0.0015,1,U,S,PP
2260,5,16.647776,367,0.03322909,0.0038,1,D,S,PP
2259,5,16.647776,368,0.02834692,0.0036,1,U,S,PP
2270,2,21.142866,369,0.01996657,0.0003,1,D,S,PP
2270,2,21.142866,370,0.01996657,0.0013,1,D,S,PP
2260,5,16.647776,371,0.03322909,0.0033,1,D,S,PP
2270,2,21.142866,372,0.01996657,0.0011,1,D,S,PP
134,5,16.647776,373,0.06451356,0.0007,1,D,S,JB
134,5,16.647776,374,0.06451356,0.0002,1,D,S,JB
152,8,23.896172,375,0.03159536,0.0003,1,D,S,JB
134,5,16.647776,376,0.06451356,0.0001,1,D,S,JB
134,5,16.647776,377,0.06451356,0,1,D,S,JB
134,5,16.647776,378,0.06451356,0.0009,1,D,S,JB
134,5,16.647776,379,0.06451356,0.0003,1,D,S,JB
2257,5,16.647776,380,0.02841832,0.0009,1,U,S,PP
134,5,16.647776,381,0.06451356,0.0014,1,D,S,JB
134,5,16.647776,382,0.06451356,0.0004,1,D,S,JB
148,8,23.896172,383,0.03320315,0.0039,1,U,S,JB
148,8,23.896172,384,0.03320315,0.0039,1,U,S,JB
148,8,23.896172,385,0.03320315,0.0033,1,U,S,JB
150,8,23.896172,386,0.14683726,0.0026,1,D,S,JB
150,8,23.896172,387,0.14683726,0.0006,1,D,S,JB
150,8,23.896172,388,0.14683726,0.0009,1,D,S,JB
151,8,23.896172,389,0.02820316,0.0007,1,F,S,JB
128,5,16.647776,390,0.03623637,0.0013,1,F,S,JB
144,3,14.045445,391,0.02889698,0.002,1,F,S,JB
131,5,16.647776,392,0.00110646,0.0011,1,D,S,JB
152,8,23.896172,393,0.03159536,0.0012,1,D,S,JB
130,5,16.647776,394,0.04885883,0.0016,1,U,S,JB
131,5,16.647776,395,0.00110646,0.0017,1,D,S,JB
2325,8,23.896172,396,0.10818392,0.0012,1,U,S,PP
2325,8,23.896172,397,0.10818392,0.0023,1,U,S,PP
2313,8,23.896172,398,0.01873293,0.0012,1,F,S,PP
2325,8,23.896172,399,0.10818392,0.0007,1,U,S,PP
2318,2,21.142866,400,0.03035639,0.0012,1,F,S,PP
2325,8,23.896172,401,0.10818392,0.002,1,U,S,PP
2325,8,23.896172,402,0.10818392,0.0003,1,U,S,PP
2318,2,21.142866,403,0.03035639,0.0004,1,F,S,PP
2318,2,21.142866,404,0.03035639,0.001,1,F,S,PP
2318,2,21.142866,405,0.03035639,0.0035,1,F,S,PP
2318,2,21.142866,406,0.03035639,0.0013,1,F,S,PP
2314,5,16.647776,407,0.03099558,0.0004,1,F,S,PP
2314,5,16.647776,408,0.03099558,0.0003,1,F,S,PP
2314,5,16.647776,409,0.03099558,0.0004,1,F,S,PP
2314,5,16.647776,410,0.03099558,0.0028,1,F,S,PP
2303,5,16.647776,411,0.05443002,0.0003,1,U,S,PP
2304,5,16.647776,412,0.05253554,0.0005,1,U,S,PP
2306,1,14.558758,413,0.05147745,0.001,1,U,S,PP
2302,5,16.647776,414,0.0878252,0.0001,1,U,S,PP
2304,5,16.647776,415,0.05253554,0.001,1,F,S,PP
2309,5,16.647776,416,0.16443399,0.0025,1,F,S,PP
2304,5,16.647776,417,0.05253554,0.0011,1,U,S,PP
2304,5,16.647776,418,0.05253554,0.0011,1,F,S,PP
2310,5,16.647776,419,0.10533474,0.0004,1,F,S,PP
2310,5,16.647776,420,0.10533474,0.0004,1,F,S,PP
2307,8,23.896172,421,0.05435135,0.0003,1,U,S,PP
2307,8,23.896172,422,0.05435135,0.0015,1,U,S,PP
2307,8,23.896172,423,0.05435135,0.0007,1,U,S,PP
2307,8,23.896172,424,0.05435135,0.0014,1,U,S,PP
2307,8,23.896172,425,0.05435135,0.0015,1,U,S,PP
2307,8,23.896172,426,0.05435135,0.0003,1,U,S,PP
2307,8,23.896172,427,0.05435135,0,1,U,S,PP
2307,8,23.896172,428,0.05435135,0.0013,1,U,S,PP
2307,8,23.896172,429,0.05435135,0.0006,1,U,S,PP
2307,8,23.896172,430,0.05435135,0.002,1,U,S,PP
2307,8,23.896172,431,0.05435135,0,1,U,S,PP
2307,8,23.896172,432,0.05435135,0.0005,1,U,S,PP
2306,1,14.558758,433,0.05147745,0.0008,1,U,S,PP
2306,1,14.558758,434,0.05147745,0.0005,1,U,S,PP
2307,8,23.896172,435,0.05435135,0.0006,1,U,S,PP
2307,8,23.896172,436,0.05435135,0.0005,1,U,S,PP
2297,1,14.558758,437,0.01084166,0.0007,1,D,S,PP
